,,作者,题名,文献来源,年,卷,期,页码,ISSN,关键词,机构,摘要
130,,陈静;,高校辅导员工作倦怠状况调查研究,思想教育研究,2011,No.192,3,82-85,1002-5707,高校;辅导员;工作倦怠,广东商学院学生处;,"高校辅导员的工作倦怠主要表现在精力枯竭、工作意义感丧失、热情枯竭、工作成就感降低等方面。影响辅导员工作倦怠的因素主要有辅导员自身的性别、年龄、工作年限、学历水平以及辅导员所在高校的类型等方面。解决高校辅导员的工作倦怠问题,必须明确辅导员的工作职责,提升辅导员的职业认同感、增强其自身心理调节能力。"
131,,张晓娜;周亚夫;,高校辅导员队伍专业化建设探讨,教育探索,2011,No.238,4,109-110,1002-0845,高校;辅导员队伍;专业化建设,南京医科大学基础医学院;,"高校辅导员队伍专业化是现代教育发展趋势的必然选择,是保证高校学生培养质量的迫切要求,也是高校辅导员群体自身发展的现实需要。高校应采取严把入口关、精心选聘,明确职责、合理任用,科学培养、促进成长,提供空间、保证发展等措施,推进辅导员队伍的专业化建设。"
132,,陈灿芬;,地方高校辅导员职业发展的困惑与思考,教育探索,2011,No.238,4,111-112,1002-0845,地方高校;辅导员职业发展;困惑与思考,湖南人文科技学院美术系;,"地方高校辅导员职业发展的困惑主要体现在辅导员兼职过多、工作任务繁重、工作待遇差等方面。为此,应搭建有利于促进辅导员职业发展的平台,建立科学的辅导员管理体系,加强辅导员队伍的专业化建设,使辅导员明确发展方向,为辅导员解决实际问题,建立并完善辅导员的考核制度,引导辅导员走上专业化、职业化和终身化的道路。"
133,,,教育部高校辅导员培训和研修基地(广西师范大学)简介,思想教育研究,2011,No.193,4,114,1002-5707,辅导员培训;研修基地;基地建设;优秀辅导员;校党委;校内外专家;学生工作部;职业认同;授课教师;专家指导委员会;,,"教育部高校辅导员研修和培训基地(广西师范大学)是首批21个教育部高校辅导员培训和研修基地之一。基地主要承担广西高校辅导员岗前培训、骨干培训、高级研修、日常专题培训和学历教育,具有培训、科研和咨"
134,,季景书;沈自友;,高校学生辅导员队伍职业发展模式刍议,人口与经济,2011,,S1,140-141,1000-4149,学生辅导员;职业化建设;职业化发展;职业化进程;发展模型;发展理论;大学生健康;西方文化思潮;教育目标;价值取向;,北京工业大学;,"高校学生辅导员队伍职业发展模式构建是突破职业发展困境,实现职业化建设的有效途径,也是新形势下大力加强学生辅导员队伍建设的必然要求。运用职业发展理论,建构学生辅导员队伍职业发展模型,进而提出职业发展模式的构建策略,对推动学生辅导员队伍的职业化建设进程"
135,,,辽宁大学辅导员基地简介(教育部暨辽宁省高校辅导员培训和研修基地[辽宁大学]),高校理论战线,2011,,5,66,1002-4409,研修基地;辅导员培训;大学辅导员;辽宁大学;思想政治教育;辽宁省高校;省级重点学科;马克思主义理论;博士学位授权;政治素质;,,"教育部暨辽宁省高校辅导员培训和研修基地于2007年在辽宁大学建立。该基地现有马克思主义理论和思想政治教育2个博士学位授权点,思想政治教育等2个省级重点学科,有博士生导师7"
136,,唐昌维;,谈西部地区独立院校辅导员队伍专业化建设的长效机制,教育探索,2011,No.239,5,119-120,1002-0845,独立院校辅导员;专业化发展;长效机制,贵州财经学院资源与环境管理学院;,"西部地区独立院校跟其他院校一样,也必须建立起一支具有较高专业素质的辅导员队伍。独立本科院校又有其特殊性,需要构建和实施一系列具有前瞻性的专职辅导员专业化建设的长效机制,借以确保辅导员队伍的稳定,同时促进其专业化发展。"
137,,施益华;,高校辅导员就业指导知识结构研究,教育探索,2011,No.239,5,123-124,1002-0845,高校辅导员;就业指导;知识结构,浙江传媒学院动画学院;,"高校辅导员在当前迫切需要加强就业指导能力建设,特别要健全就业指导知识结构。其就业指导知识结构包括三个方面的内容:本体性知识、条件性知识和实践性知识。高校辅导员就业指导过程中,要努力完善这三方面知识的结构,构建具有自身特点的就业指导工作方法体系,做好学生就业指导服务工作。"
138,,邹积英;关丽;徐润生;,关于建立高校辅导员工作绩效考核制度的思考,教育探索,2011,No.239,5,136-137,1002-0845,高校辅导员绩效考核;原则;制度,大连工业大学;,"对辅导员的工作绩效进行考核,应坚持定性与定量相结合、点与面相结合、将常规性工作与创新性工作相结合、将工作过程与工作效果相结合及将考核结果与对辅导员的奖惩相结合等原则。辅导员工作绩效考核制度的建立,应当包括辅导员工作的责任目标体系、对辅导员的工作进行考核的指标体系、科学而合理的评价体系以及有效的对考核结果的反馈和利用机制几方面内容。"
139,,尹忠恺;顾红;,浅议高校辅导员队伍的专业化职业化建设,中国人力资源开发,2011,No.247,1,104-106,1004-4124,辅导员队伍;职业化;路径选择,辽宁工程技术大学;,"针对目前高校辅导员队伍普遍存在的职责不清、素质欠佳,队伍不稳定等问题,本文提出了加强职业理想教育、提高专业化培养力度、建立健全考核评价机制以及成立高校辅导员协会等辅导员队伍职业化建设思路。"
140,,孙峻峰;,高校辅导员应具备的教育领导特质结构,黑龙江高教研究,2011,No.207,7,86-89,1003-2614,高校;辅导员;教育领导特质;结构,哈尔滨师范大学辅导员培训和研修基地;,"高校辅导员是高等学校教师队伍和管理干部队伍的重要组成部分,具有教师和干部的双重身份。不论从教师的角度,还是干部的角度,高校辅导员都是高校教育领导者中重要的一员。高校辅导员教育领导特质的高低,直接关系到高校的办学方向和办学宗旨,关系到人才培养的质量,关系到国家和民族的未来。文章认为,高校辅导员教育领导特质应由自然特质、情感特质、认知特质、道德特质、技能特质、动机特质等六个方面构成。其中自然特质是基础,是其他特质产生的前提;情感特质是与个人的性格特征相联系的,与认知特质和道德特质一起构成一个金字塔,共同影响领导者的领导方式和领导行为,情感特质位于金字塔的塔顶;从认知特质又派生出技能特质,从道德特质又派生出动机特质。"
141,,林路生;孙铭薇;黄祖辉;,网络环境下高校辅导员的信息素质及其培养策略,黑龙江高教研究,2011,No.207,7,90-92,1003-2614,网络环境;思想政治教育;辅导员;信息素质,广东医学院东莞校区第二临床学院;,"高校辅导员信息素质是决定现代思想政治教育针对性和实效性的重要因素之一。高校辅导员的信息素质的内涵非常广泛,既包括对学生网络语言背后的话语兴趣点与审美旨趣的观察,思想道德现状与发展趋势的分析和判断,也包括与学生的网络沟通、交往以及正确引导学生话语方向和思想走向,从而提高学生的思想境界的能力和素养。提高辅导员的信息素质是适应新时期现代思想政治教育的内在必然要求。"
142,,李伟群;,新形势下研究生辅导员队伍建设的向度与维度,思想教育研究,2011,No.195,6,106-108,1002-5707,研究生;辅导员;队伍建设;向度;维度,华南理工大学机械与汽车工程学院;,"研究生辅导员队伍建设应该以研究生成长成才的需求为向度,要认真研究社会发展、高等教育变革和研究生人群结构变化等因素引起的研究生需求变化的新特点,注重从组织结构、组织文化、职业素养、评价体系等维度加强研究生辅导员队伍建设。"
143,,张爱林;周亚夫;,高校辅导员的知识结构及其优化,思想教育研究,2011,No.195,6,109-111,1002-5707,辅导员;知识结构;功能优化,南京医科大学党委办公室;,"作为思想政治教育的骨干力量,高校辅导员工作职责涉及大学生的思想引领、学习指导、生活辅导、心理疏导、生涯规划等诸多事宜。辅导员必须建立合理的知识体系并优化其知识结构,走职业化、专家化、专业化发展之路。只有这样才能更好地适应工作要求,完成工作任务。"
144,,刘娟;,高校辅导员的法律意识浅论,天府新论,2011,No.160,4,156-159,1004-0633,辅导员;法律意识;法律知识,西南交通大学信息科学与技术学院;,"辅导员是高等学校教师队伍和管理队伍的重要组成部分,具有教师和干部的双重身份。他们是学生的管理和综合素质的培养的主要实施者,也是和学生的成人成才联系最为密切的人。近年来,高校与学生管理纠纷增多,并越来越复杂化,辅导员作为与学生最近的管理者,其本人的法律意识常常决定了纠纷的产生和纠纷处理的发展方向。研究辅导员的法律意识的现状及问题,找到解决问题的途径和对策,有助于辅导员了解法律意识的真正含义,有助于辅导员法律意识的提高,有助于高校和辅导员避免在工作中遇到的法律风险,有助于减少高校与学生管理的纠纷,有助于维护大学生的合法权利,有助于提高大学生的法律意识。"
145,,赵玉宝;张倩;冯晓华;,从众理论对高校辅导员工作的启示,东北师大学报(哲学社会科学版),2011,No.252,4,277-279,1001-6201,大学生从众心理;积极从众;消极从众;启示,东北师范大学计算机学院;长春特殊教育师范学校;,"我国目前正处于社会转型期,当代大学生在其影响下涌现出许多从众现象。大学生从众心理主要体现在消费从众、学习从众、恋爱从众、择业从众和行为从众。理性从众对大学生成长发挥积极作用,而盲目从众则抑制大学生的主体发展。从众理论启示高校辅导员在实际工作中应重视榜样作用;以奖惩影响趋势;鼓励独立思考和标新立异,辨别是非能力;关注大学生心理健康教育,培养乐观积极的生活态度。"
