作者,题名,文献来源,年,期,页码,关键词,机构
刘爱莲;彭恩胜;,再论影响当代中国马克思主义大众化的若干维度,云南社会科学,2009,4,54-57,当代中国马克思主义;大众化;影响因素,河海大学公共管理学院;
肖恩·赛耶斯;高宝丽;,存在主义与马克思主义中的异化概念——现代社会思潮中的黑格尔式主题,教学与研究,2009,7,30-38,异化;黑格尔;马克思主义;存在主义,肯特大学;
王国敏;李玉峰;,论终结拜金主义的有效路径:消除“经济人”假设的不良影响,思想理论教育导刊,2009,7,56-60,拜金主义;“经济人”假设;社会环境,四川大学政治学院;四川大学纪委;
陈建华;,警惕当前学校教育中的“科学主义”知识价值取向,全球教育展望,2009,7,8月12日,科学主义;人文主义;教育知识;价值取向,上海师范大学教育科学研究所;
丁东红;,现代西方人本主义思潮,中共中央党校学报,2009,4,16-20,西方人本主义;主体性;基本价值;民本主义;以人为本,中共中央党校哲学教研部;
李建国;,马克思主义中国化与当今社会思潮——纪念“五四”运动90周年研讨会述要,马克思主义研究,2009,5,149-151,中国社会科学院;中央文献研究室;中共中央党校;中国各族人民;程恩富;学部主任;思想解放;意识形态建设;主持会议;中央党校教授;,中国社会科学院马克思主义研究院;
冯霞;,论社会主义核心价值体系引领社会思潮的实现路径,学术论坛,2009,7,28-32,社会主义核心价值体系;引领;社会思潮;实现路径,广西财经学院思想政治理论课教学部;
石云霞;,我国意识形态领域的新变化及对策研究,思想理论教育,2009,11,12月16日,主流意识形态;社会思潮;中国特色社会主义理论体系,武汉大学政治与公共管理学院;
刘付春;,论21世纪之初文化保守主义思潮的新嬗变,广西师范大学学报(哲学社会科学版),2009,1,18-23,文化保守主义;思潮;新嬗变,中国井冈山干部学院;武汉大学政治与公共管理学院;
李有玉;,以社会主义核心价值体系引领高校校园文化建设,当代世界与社会主义,2009,4,82-85,社会主义;核心价值体系;高校;校园文化,山东财政学院人文艺术学院;
陈振亮;,在大学生中做好培植社会主义核心价值体系工作,教育理论与实践,2009,22,43-45,大学生;社会主义核心价值体系;培植,南京航空航天大学人文与社会科学学院;
余立文;,琴韵·艺韵·人韵——论中国文人琴乐中的人文精神及其当代教育意义,民族艺术研究,2009,4,18-23,文人琴乐;艺术精神;人文精神,重庆大学艺术学院音乐系;
肖贵清;,“四个分清”与坚持和发展马克思主义,思想理论教育,2009,15,4月9日,“四个分清”;马克思主义;中国特色社会主义,清华大学马克思主义学院;
吴雪玲;,广学会与晚清西学传播,东岳论丛,2009,8,106-110,广学会;西学;变革思潮;文化传播,曲阜师范大学政治与社会发展学院;
朱丽霞;,明清同性恋文化的诠释与思考——以明清之际男性同性恋为例,江淮论坛,2009,4,122-129,同性恋;男风;陈维崧;明清之际,上海财经大学人文学院;
许效正;,北洋时期的湖南社团及其影响,兰州学刊,2009,8,200-204,社团;近代化;湖南社会;北洋时期,陕西师范大学历史文化学院;
杨林香;,高校思想政治理论课要加强对社会思潮的分析引导,思想理论教育,2009,13,59-62,高校思想政治理论课;社会思潮;分析引导,清华大学高校德育研究中心;
解松;,当前主要社会思潮及其影响,江南社会学院学报,2009,2,43-46+63,社会思潮;意识形态;国家安全;社会和谐稳定,江南社会学院;
赵枞安;,高校教育应大力弘扬社会主义核心价值体系,江淮论坛,2009,4,19-22,高校教育;社会主义核心价值体系;举措,安徽广播影视职业技术学院;
孙施文;殷悦;,西方城市规划中公众参与的理论基础及其发展,国际城市规划,2009,S1,233-239,公众参与;多元主义;市民社会;社会沟通,同济大学城市规划系;
张先飞;,“五四”前期周作人人道主义“人间”观念的理论辨析,中国现代文学研究丛刊,2009,5,13-25,周作人;人道主义;“人间”;观念,河南大学黄河文明与可持续发展研究中心;
徐静波;,大航海时代以后日本人对外界与自身的新认识,日本学刊,2009,5,112-124+159,大航海时代;地理著述;兰学;民族优越感,复旦大学日本研究中心;
张西立;,实现中华民族伟大复兴的必由之路,马克思主义研究,2009,8,37-43,中国共产党;社会主义;中国特色社会主义道路,求是杂志社总编室内参部;
孙发锋;,尊重差异、包容多样:社会主义核心价值体系引领多样化社会思潮的重要方针,探索,2009,5,117-120,尊重差异;包容多样;社会主义核心价值体系;社会思潮,郑州大学公共管理学院;
杨冬民;许春玲;,以社会主义核心价值体系应对和引领当代社会思潮,马克思主义与现实,2009,5,103-105,社会主义核心价值体系;应对和引领;当代社会思潮,西安理工大学人文学院;
沈琪芳;,改造国民性语境下的儿童教育——论文学研究会的儿童文学编辑理念,浙江学刊,2009,5,100-103,国民性;文学研究会;儿童文学,浙江省湖州职业技术学院;
寇宝银;刘爱莲;,科学无神论在建设社会主义核心价值体系中的作用探析,社会科学家,2009,9,120-125,科学无神论;社会主义核心价值体系;建设;作用,河海大学公共管理学院;
范秋迎;刘建会;,从主流意识形态建设视角探析非主流意识形态,广西社会科学,2009,8,33-36,非主流意识形态;主流意识形态;消解;促进,中央司法警官学院;
李太平;翟艳芳;,20世纪西方科学教育发展轨迹探源,湖北大学学报(哲学社会科学版),2009,5,109-113,西方科学教育;科技发展;科学本质;课程改革,华中科技大学教育科学研究院;
马正平;,国外社会思潮的传播与控制——基于高校环境的政治社会学分析,甘肃社会科学,2009,5,227-230,国外社会思潮;高校;传播途径,陕西师范大学政治经济学院;
吴稌年;,再论“动静说”,图书馆,2009,5,33-36,李小缘;动静说;图书馆史;理论学说,江南大学图书馆;
王永贵;,用社会主义核心价值体系推动马克思主义大众化的进程,理论探讨,2009,6,6月10日,社会主义核心价值体系;主流意识形态;马克思主义大众化,南京师范大学马克思主义研究院;
魏福明;谢建明;,日本右翼是如何抹杀“南京大屠杀”的,江苏行政学院学报,2009,5,130-136,日本右翼;虚构派;南京大屠杀,东南大学人文学院;
王贤卿;贺朝霞;,中华“和合”文化与建设社会主义核心价值体系,齐鲁学刊,2009,6,37-40,“和合”;传统文化;社会主义核心价值体系,复旦大学马克思主义研究院;上海师范大学法政学院;
赵海霞;,论蒲松龄的儒者情怀——以小说《聊斋志异·黄英》为中心的考察,西北农林科技大学学报(社会科学版),2009,6,138-141+144,蒲松龄;儒家;《聊斋志异.黄英》;菊花意向;婚姻;理性,陕西师范大学文学院;咸阳师范学院;
林雅华;,现代性与成长小说,云南社会科学,2009,6,155-159,成长小说;未完成;途中;现代性,北京师范大学文学院;
张发钦;,文化和谐提升国家文化软实力,广西社会科学,2009,10,133-136,文化和谐;文化软实力;建设,中共广西工学院委员会宣传部;
罗检秋;,清末民初知识界关于“文明”的认知与思辨,河北学刊,2009,6,74-84,清末民初;文明观;社会风尚;殖民意识;精英思想,中国社会科学院近代史研究所;
李颖;,思想政治理论课教师的诠释行为及影响因素,教育评论,2009,5,80-83,思想政治理论课;教师;诠释,绍兴文理学院法学院;华东师范大学社科部;
李建军;,金融危机背景下思想政治教育的着力点,教育理论与实践,2009,30,36-38,金融危机;思想政治教育;着力点,华南农业大学;
李笑春;,科学争论为什么而战——内外史消解后的科学争论,科学技术哲学研究,2009,6,96-101,科学内史;科学外史;科学争论;内外史的消解;强纲领,内蒙古大学哲学学院;
潘天强;,中国电影的代际问题,文艺研究,2009,12,77-89,电影史;中国电影;代际;谢晋;陈凯歌;影片公司;贾樟柯;王小帅;一江春水向东流;左翼电影;,中国人民大学文学院;
牛柯;,美国的丛林梦魇——好莱坞银幕上的越南战争,小说评论,2009,S2,246-249,越南战争;好莱坞电影;无法自拔;野战排;现代启示录;电影史;科波拉;好莱坞影片;影视艺术;视听语言;,西北大学广播电影电视系;
陈秉公;,论社会主义核心价值体系引领社会思潮的规律性,江汉论坛,2009,11,13-16,社会主义核心价值体系;引领社会思潮;规律,吉林大学;吉林大学马克思主义学院;
阳清;,汉魏六朝神异叙事“世代累积”论,北方论丛,2009,6,25-28,志怪;世代累积;故事类型,云南师范大学文学与新闻传播学院;
张进海;鲁忠慧;马珍;,社会主义核心价值体系:引领各种社会思潮的有效途径——以宁夏为例,宁夏社会科学,2009,6,115-118,核心价值体系;社会思潮,宁夏社会科学院;
黄顺力;段颖惠;,论清末大众传媒视野下的反教思想变迁,厦门大学学报(哲学社会科学版),2009,6,92-99,近代大众传媒;反教思想;清末社会思潮,厦门大学历史系;
邱柏生;韩巍;,试论当代社会思潮影响的内在方式,思想教育研究,2009,11,27-32,当代社会思潮;影响;内在方式;流行;社会比较,复旦大学国际关系与公共事务学院社会科学基础部;
李辽宁;,论社会认同与思想政治教育的引导力,思想教育研究,2009,11,53-55,社会认同;思想政治教育;引导力,福建师范大学公共管理学院;
朱琳;李彩华;,关于马克思主义中国化与20世纪上半叶三大社会思潮问题研究的若干思考,兰州学刊,2009,11,53-55,马克思主义中国化;三大社会思潮;规律性特征,东北师范大学政法学院;
邓卓明;,高校引领社会思潮的基本经验,高校理论战线,2009,11,44-46,多样化社会;党的领导;创新精神;政治理论课程;意识形态领域;西方社会思潮;人文社会科学;思潮影响;师生精神;大学生教育;,中共重庆市委教育工委;
侯爽;,论社会思潮与高校思想政治教育,思想教育研究,2009,11,104-105,社会思潮;大学生;思想政治教育,清华大学马克思主义学院;
第二届两岸四地学术名刊高层论坛与会代表;,澳门共识:打造中文学术名刊;推动两岸四地学术发展,江苏社会科学,2009,6,247,中文学术期刊;期刊管理;学术制度;时代文明;时代精神;发展水平;三审制;编辑队伍;办刊风格;中国社会科学;,
陈向春;,补说与解释:对伏羲与女娲关系的再讨论,古籍整理研究学刊,2009,6,78-80+58,伏羲;女娲;汉代思潮;阴阳,东北师范大学文学院;东北师范大学诗文化研究所;
孙建华;,论近代中国社会思潮的历史演进与马克思主义传入的可能性,科学社会主义,2009,6,53-57,近代中国;社会思潮;马克思主义;可能性,南京师范大学公共管理学院;盐城工学院校办法律事务中心;
冯周卓;,以马克思主义意识形态建设推进社会主义核心价值观认同,道德与文明,2009,6,94-97,马克思主义;意识形态;社会主义核心价值观;社会认同,中南大学公共管理学院;
崔华前;,坚持用社会主义核心价值体系引领社会思潮,武汉理工大学学报(社会科学版),2009,6,98-101,社会主义核心价值体系;引领;社会思潮;有效途径,合肥工业大学人文经济学院;
胡全章;,清末民初白话报刊小说大家徐剑胆考论,明清小说研究,2009,4,243-261,徐剑胆;白话报刊;清末民初;小说大家,河南大学文学院;
刘宝东;,五四运动前后的王宠惠,党史研究与教学,2009,6,83-89,王宠惠;五四运动;五四运动史研究,中共中央党校党史教研部;
